start	end	text
1719560	1724280	是的 二号链接只有最后的一代铺存了 宝贝们秒拍秒不现拍现用啊
1724640	1730480	拍下链接可以直接到店去搁脚到店去使用30天超长有效期 宝贝们放心 太上席存了
1730840	1736320	是的 咱链接都是可以去多拍多可能啊 多拍多可能都是没有问题的 30天的一个超长有效期
1736600	1740760	只要在门店影片时间之内 都是能够去搁脚 都是能够去使用的哈
1741440	1745680	是的 接着往下讲的话就是一个三号链接啊 三号链接就是一个
1746280	1752640	喜欢吃榴莲或者是榴莲爱好者啊 就是对你来说就是一个福利了 就是非常非常的perfect啊
1753160	1760560	咱们可以看到的就是这个艺人时 它是一个艺人时的套餐 里面是三件套 三件套的话 一个是那个八英寸的榴莲
1761440	1763960	八英寸的榴莲果肉披萨 还有一个是那个
1764680	1768000	原味鸡块 还一罐可乐就是饮品 一罐饮品就是可乐
1768360	1776600	就是啊 咱们平时去门店的话 这个套餐它是需要一个84米的价格 84米的价格 今天在直播间也只需要29.9米29.9米
1777080	1785040	也就是差不多就个经常一个就像今天咱们周六周日啊 一个人在家 或者是说在外面出游玩啊什么的
1785560	1789960	不知道吃不知道吃什么的时候 咱们可以去拍下这个三号三号链接 一人时的
1790520	1795320	呃 而且的话 我们这个链接都是有个超三四天的超长有效期啊 三四天的超长有效期
1796720	1799840	这个里面是包含了一个那个三号链接里面是包含了一个那个
1800280	1807920	八英寸的八英寸的榴莲披萨 还有一个那个原味鸡块 还有一罐可乐 咱们可以看得到这个八英寸的榴莲披萨在直播间就是这个
1808560	1817760	呃 满满的都是榴莲果肉啊 就像这个涂起来的那个黄黄的都是榴莲果肉啊 不是不是什么其他那个果酱果泥啥的时候 大家都可以看到的真材实料啊
1818600	1825200	我们平时去门店的话都是需要一个84米的价格 84米价格 今天在直播间只需要29.9米啊
1825880	1829840	连接已经被秒没了 连接已经被秒没了 库存被秒没了 宝贝们
1830360	1835480	24的是我们这三号链接也没了啊 三号链接 我们这边的话有需要的也可以把那个
1836400	1842040	几号链接都可以扣出来 咱们这边的话都会去加一包库存的哈 这个三号链接咱们要要不再加一点吧
1842360	1849920	好的 好的 库存已经准备好了 准备好了 来 宝贝们准备手速准备网速来54321
1851400	1857320	对咱们这边三号三号链接又上上了一波库存啊 咱们这边的话去刷新一下自己的那个
1858680	1864720	链接界面啊 咱们这边刷新一下链接界面 他有时候网有点缓冲的时候没有看到
1864720	1865220	好
1866320	1872520	三号链接 刷新页面 秒牌秒故事片拍 先用啊 秒牌秒故事片拍 先用30天超长有效期
1872800	1880320	周末解家日能够区合 当能够去使用 所以说抓紧手速 赶紧把链接把鼓励给他拍到自己的手上 捅到自己的手上了
1880720	1882440	四号链接也被秒没了 主播
1883600	1891040	我四号链接 四号链接 先加 先加点 先加一点吧 咱们这边再讲一下这个四号链接啊
1891480	1894280	四号链接的话 它是那个一个那个
1895360	1899440	顶划算的五件套 顶划算的五件套 它里面是有个五件套 五件套的话
1899880	1903200	是包含了一个那个八英寸的苏丹王榴莲披萨 苏丹王的
1903560	1910040	然后的话 还有两两两两份小吃 一个是那个黄金香玉丸 还有一个是奥连口刺
1910360	1913920	还加两块饮品 两块饮品 也就是咱们平常的壳了
1914600	1922880	平时去门店的话 咱们这个的价格的话是需要一个那个130米的价格 130米 今天在直播间只需要39.9米39.9米
1923920	1930600	他是个二人十的套餐 二人十的套餐 就是两人两人套餐两人套餐 就是咱们
1931520	1939720	周六周末 就像今天跟明天跟着朋友或者同事啊 或者是什么 呃 就是呃 男女朋友什么的都可以
