start	end	text
1371160	1372360	你问问自己你配吗
1373760	1374760	你还想吃我
1374760	1375560	你咋想的
1376560	1377960	是不是感觉
1377960	1378760	是
1378760	1379760	大鱼先吃了
1379760	1380360	对
1380360	1382160	挑对象也是这样的
1382160	1383160	这么一席话
1383160	1384960	让我陷入了深思
1385560	1386160	对
1387760	1389360	不光是理论家
1389360	1390160	对
1390160	1390960	能明白吗
1390960	1391560	明白
1391560	1392560	所以你懂意思了
1392560	1393160	我懂
1393160	1393360	对
1393360	1394360	你需要一个家
1394360	1395960	一个不需要多大的地方
1395960	1396960	这个我会
1396960	1398960	我想有个家
1398960	1400960	一个不需要多大的地方
1400960	1402160	你现在是张口就来
1402160	1403160	张口就走调了
1403160	1404160	对
1404160	1405360	走得很严重是吧
1405360	1406360	还行
1406360	1407360	但是明哥我发现你
1407360	1407960	现在是这块
1407960	1409160	是一点包袱都没有了
1409160	1410760	没有
1410760	1412360	没有这个小黄鱼走的远
1412360	1413560	对
1413560	1415560	我想有个家
1415560	1417960	一个不需要多大的地方
1419560	1420560	咱俩就这两句在这
1420560	1421160	对不起
1421160	1422760	刚才破功了
1422760	1424160	没破功挺好的
1424160	1425760	有没有说不严重
1425760	1426960	还是放这吧
1426960	1427960	反正你就在这吃
1427960	1428760	有没有说不严重
1428760	1430160	直接来回话
1430160	1433760	接下来给大家带来的是鸭
1433760	1434760	这鸭子
1434760	1435360	这个鸭子
1435360	1436760	麻鸭
1436760	1437960	来自于美丽的绍兴
1437960	1440160	绍兴的麻鸭
1440160	1440960	刚好说到这了
1440960	1442360	给大家看一下这个地图
1442360	1443560	今天都没有发挥余地
1443560	1445560	一压两吃
1445560	1448360	先给大家来看一下整个浙江
1448360	1450360	在我国的这样一个位置
1450360	1451760	就是我们东边的海
1451760	1453560	刚才给大家介绍的这个舟山
1453560	1456560	它就是跟整个浙江的这一块陆地
1456560	1457760	是隔海相望的
1457760	1459760	但它本质上是属于浙江的
1459760	1462160	这边就是我国浩瀚的东海
1462160	1463760	非常长的海岸线
1463760	1466160	然后浙江的城市
1466160	1467160	整个都在这个图上
1467160	1468160	从上往下
1468160	1469360	你看有这个湖州
1469360	1469960	嘉兴
1469960	1470360	杭州
1470360	1470760	绍兴
1470760	1471960	宁波
1471960	1473560	然后这个胎州
1473560	1474160	他们念胎州
1474160	1474960	然后金银华
1474960	1477160	礼水
1477160	1477760	然后温州
1477760	1478560	还有渠州
1478560	1479760	就这些
1479760	1481160	然后从地形上来讲
1481160	1481760	大家稍稍看一下
1481760	1483560	它们其实是不太一样的
1483560	1486960	我们杭州的整个浙江的地形是这样的
1486960	1490360	它也是九山两水一分田
1490360	1492560	七山两水一分田
1492560	1493760	七山两水
1493760	1495160	然后整个它在北面这片
1495160	1496360	就是湖州嘉兴
1496360	1497560	还有杭州这一块
1497560	1498760	组成了一个平原
1498760	1500560	这个叫杭家湖平原
1500560	1502960	然后宁波跟绍兴的这个角上
1502960	1503960	也是一个平原
1503960	1505160	叫做宁绍平原
1505160	1506360	或者叫绍宁平原
1506360	1508560	然后等于说只有这两片是大面积的
1508560	1509360	可以种植
1509360	1511960	是平原的部分
1511960	1513760	城市的发展各方面相对好一点
1513760	1514860	其他的底下的
1514860	1516960	大家拿这个图可能看得更清楚一些
1516960	1518960	整个就是山地
1518960	1520760	所以我觉得想到了彭彭的家里
1520760	1522160	跟我们那儿的情况
1522160	1524760	可能在地形上有点类似
1524760	1526660	这底下大家可以看到山脉
1526660	1528960	然后农田相对比较少
1528960	1530360	所以绍兴这一块
1530360	1532560	因为又有潜唐江从这一块
1532560	1534360	这个是潜唐江
1534360	1534960	对不对
1534960	1536060	从这过来到这
1536060	1538960	咱们现在所处的位置应该是在嘉兴
1538960	1539560	对吧
1539560	1541560	对嘉兴是同乡市
1541560	1543160	同乡市大概是在这个位置
1543160	1543560	是的
1543560	1544960	在潜唐江的这一块
1544960	1547360	它底下这也就散落了很多很多的湖泊
1547360	1548160	包括湖州
1548160	1548860	为什么叫湖州
1548860	1551760	因为刚才讲了它是这个水晶宫
1551760	1553160	里边湖泊特别特别的多
1553160	1553760	对
1553760	1556360	那湖泊多就有什么
1556360	1556960	有海产品
1556960	1558160	有水产品
1558160	1559960	再具体点
1559960	1560760	湖多了
1560760	1562760	湖多就有鸭子
1564260	1565560	我绕了一圈不给你绕回来了
1565560	1566560	湖泊就有鸭子
1566560	1568260	不然咱在那卖啥呢
1568260	1569160	我说他死了
1569160	1569760	你再来一遍吧
1569760	1570960	干这尴尬事尴尬
1570960	1573560	你这太突然了
1573560	1574360	这有点突然是吧
1574360	1575560	湖多可以
1575560	1576860	你再来一遍
1576860	1578060	来回到了
1578060	1578360	对
1578360	1580660	潜唐江这儿的湖特别多
1580660	1583160	有很多的水晶宫
1583160	1585360	湖多了就有什么呢
1585360	1586360	不用提醒我都知道
1586360	1588560	湖多了就有鸭子
1588560	1589360	对湖多了有鸭子
1589460	1590960	而咱们现在看到的
1590960	1592560	就是一块鸭产品组合
1592560	1594560	139到手是两只
1594560	1596560	一只宰鸭一只老鸭
1596560	1598160	咱们现在看的就是两鸭两吃的朋友们
1598160	1599160	一个做的是鸭汤
1599160	1600260	一个做的是
1600260	1601560	这属于什么鸭鸭叫
1601560	1602560	麻鸭
1602560	1604760	来自于你说这个味道是吧
1604760	1607460	这个叫就是叫叫麻鸭吗
1607460	1608160	麻鸭
1608160	1610460	这个菜具体菜的名字是吧
1610460	1611460	这个菜是怎么个做法
1611460	1612360	你给现取的
1612360	1613660	叫什么做法
1613660	1614660	就是做的是什么
1614660	1616960	叫做红烧还是叫辣
1616960	1617960	这是怎么做的
1617960	1619060	这就是煮的吧
1619060	1620060	啤酒鸭是吧
1620060	1620660	啤酒鸭
1620660	1621660	对
1621660	1623660	鸭喝啤酒了
1623660	1625360	把它做的时候放啤酒了
1625360	1626360	啊
1626360	1627060	明白了
1627060	1628660	139块钱是吧
1628660	1630260	139块钱是两只
1630260	1632860	宰鸭2到2.5斤的
1632860	1634260	这个老鸭
1634260	1635360	宰鸭就年轻一点的
1635360	1636260	对宰鸭年轻一点
1636260	1637160	年轻一点的
1637160	1639160	这个跟老一点的都是
1640160	1641560	你不敢这样形容啊
1641560	1643360	我俩怎么感觉挺危险啊
1643360	1643860	要不要
1643860	1645360	宰鸭
1645360	1646160	你刚才说完之后
1646160	1647560	现在我有点神神祟祟
1647560	1648860	一家人又要整整齐齐
1653060	1654360	一家人就要并肩作战
1655660	1656260	对吧
1656260	1658360	老鸭上汤
1658360	1659560	小鸭做菜
1659560	1659860	谢谢师傅
1659860	1661160	当然要有不同的口味
1661160	1662560	行
1662560	1663360	谢会
1663360	1664160	别说一家人了
1664160	1664860	一家鸭吧
1664860	1665560	一家鸭行
1665560	1666160	一家鸭对
1666160	1667460	一家鸭要
1667460	1667760	没错
1667760	1669660	139块钱啊
1669660	1670560	喝点汤是吧
1670560	1672160	刚才其实给大家介绍这么一大圈
1672160	1672760	是想说
1672760	1675360	湖州的鸭的这个
1675360	1675860	不是湖州啊
1675960	1678460	就是绍兴的这个麻鸭是非常非常有名气的
1678460	1680260	它也是我国四大名鸭之一了
1680260	1681360	像这个高油的鸭子
1681360	1683560	大家买过高油的鸭蛋吗
1683560	1684060	然后呢
1684060	1686160	这个还有北京的烤鸭
1686160	1686860	绍兴的鸭子
1686860	1688660	还有威山的麻鸭
1688660	1690560	麻鸭长的就身上有那个
1691660	1692260	皮肤
1692260	1693460	那种颜色叫麻麻的吧
1693460	1694560	苗麻的
1694560	1695860	对对对
1695860	1697860	那咱们尝一尝这个
1697860	1698860	啤酒
1698860	1699860	啤酒鸭
1699860	1701160	让我尝一下这个啤酒鸭
1702860	1703960	感受一下
1703960	1704960	其实这个让我想起了
1704960	1707260	我去厦门时候吃的这个姜母鸭
1707260	1709260	拿一个弓筷吧
1709260	1710260	咱们这经常也分不清
1710260	1711260	但是讲究一下
1711260	1712260	来一个筷子就行
1713260	1714260	喝一口汤
1714260	1716460	好鲜嫩的感觉
1716460	1717460	我给你加上一块
1717460	1718860	看看合不合你的心意
1718860	1719960	你来我自己
1719960	1720960	我给你挑一块
1720960	1721560	不合适
1721560	1722560	我给你挑一块
1722560	1725360	这一块大下巴有点过于对付了
1725360	1726360	咱就不买了
1726360	1727760	我们就找一块比较
1727760	1728560	来个鸭腿
1728560	1730760	这块其实我觉得应该是入味的
1730760	1731560	对对对
1731560	1732560	可以吗这块
1733160	1734160	好感谢
1734160	1735160	没事
1735160	1736160	客气
1736160	1737160	看上去辣辣的
1737160	1738160	我也尝一口
1738160	1739160	我也尝一尝
1740160	1741160	麻鸭呀各位朋友
1745160	1747160	互相喂就不了吧朋友
1747160	1749160	那你能受得了吗
1756160	1757160	怎么讲
1757160	1758160	肉质如何
1758160	1760160	咱鸭子的这个状态
1760760	1762560	这个看不清
1762560	1764160	这不是这个瓶子又不动了
1764160	1765160	对它有时候就不动
1765160	1766160	就只能动一下
1766160	1767160	不然
1767160	1768660	那个太少了
1768660	1770160	看不见大家都说了什么
1770160	1771160	这个
1771160	1772160	它又堆积了
1772160	1773160	工瓶不动了
1779160	1780160	鸭肉很细嫩
1781660	1783160	不膻不腥对吧
1784160	1786160	很多鸭子其实做不好了
1786160	1788660	包括其实有的时候不光是做法的问题
1788660	1790660	就是鸭肉本身就会
1790660	1792660	那个肉香就不纯
1792660	1793660	吃起来
1793660	1794660	我记得有的时候
1794660	1796660	我就吃一口那种什么
1796660	1797660	鸭肉面之类的
1797660	1799660	还不是那种做的特别香的
1799660	1800660	一下那个腥到
1800660	1801660	你会让你一下失去了食欲
1801660	1802660	那种感觉
1802660	1803660	就一下给腥到了
1803660	1804660	我给大家说
1804660	1805660	这个回去吃的时候
1805660	1806660	我觉得它是有讲究的
1806660	1807660	怎么讲
1807660	1808660	你看它做的这两个菜
1808660	1809660	它不是随便弄的
1809660	1810660	它咋不拿这个煲汤呢
1810660	1812660	它咋不拿这个做成
1812660	1814660	做成这种啤酒的
1814660	1815660	炒菜对吧
1815660	1816660	炒鸭
1816660	1817660	为什么
1817660	1818660	在这个过程中
1818660	1819660	各种动物也是一样
1819660	1821660	它的脂肪含量是逐渐堆积的
1821660	1822660	这个呢
1822660	1824660	它想吃的就是肉质本身的这个嫩
1824660	1826660	但是它的脂肪什么的没有那么多
1826660	1827660	它如果煲出来汤
1827660	1828660	它就不会很香
1828660	1829660	对
1829660	1830660	你直接给它炒
1830660	1831660	它可能也没那么香
1831660	1832660	所以就要加入一些辣的
1832660	1833660	一些调料
1833660	1834660	放点辣椒
1834660	1835660	各种各样它的味道
1835660	1836660	挠一下
1836660	1837660	来
1837660	1839660	而且它马上顶上去
1839660	1840660	而且它本身的肉质
1840660	1841660	又能够去
1841660	1842660	跟这些新来的风味
1842660	1843660	在一起结合的不错
1843660	1846660	相得益彰
1847660	1848660	你这中文肯定可以
1848660	1849660	相得益彰
1849660	1850660	那我也来一个
1850660	1851660	英文的相得益彰是怎么说的
1851660	1853660	They compliment each other
1853660	1856660	C-O-M-P-E-L-E
1856660	1858660	P-L-E-M-E-N-T
1858660	1860660	C-O-M-P-L-E-M-E-N-T
1860660	1861660	Compliment
1861660	1862660	用互联网的话就说
1862660	1863660	Compliment each other
1863660	1865660	把这两个东西拿到一块
1865660	1866660	快点咱们这个
1866660	1867660	match一下
1867660	1868660	match一下
1868660	1869660	相得益彰
1869660	1870660	相辅相成
1870660	1871660	相应生辉
1871660	1872660	对
1872660	1873660	大概都是这一挂的吧
1873660	1874660	对
1874660	1875660	然后这个
1875660	1876660	这个老鸭
1876660	1878660	它的这个脂肪什么多一点
1878660	1879660	熬点汤
1879660	1880660	熬汤
1880660	1881660	汤里边这个油脂一进去
1881660	1882660	这么一大锅
1882660	1883660	老鸭有味
1883660	1884660	有味
1884660	1885660	你煮它
1885660	1887660	能煮出一些风味来
1887660	1888660	这个营养出来
1888660	1889660	它的油花
1889660	1890660	包括这个肉香
1890660	1891660	都能浸到汤之中
1891660	1892660	我也尝一尝
1892660	1893660	对
1893660	1894660	尽管我们在这卖这
1894660	1895660	有这个鸭汤给大家在这说呢
1895660	1896660	但是其实是
1896660	1898660	主要是煲各种各样的汤
1898660	1899660	主要的最后
1899660	1900660	还是要把那个肉吃了
1900660	1901660	不能把汤都一喝
1901660	1902660	最后把肉丢了
1902660	1903660	这个是不对的
1903660	1905660	其实更多的是一些油脂
1905660	1906660	尤其是一些孩子
1906660	1907660	可能在上学面临一些
1907660	1908660	重大考试前
1908660	1909660	不能说给孩子补补
1909660	1910660	然后来上汤
1910660	1911660	上汤
1911660	1912660	天天喝汤
1912660	1913660	这个汤整个喝完的话
1913660	1914660	它会有一些
1914660	1915660	稍微的有一些油腻
1915660	1916660	也有点漂亮
1916660	1918660	孩子一走进这个考场
1918660	1919660	有点困了
1919660	1920660	对
1920660	1921660	就是这个意思
1921660	1922660	适量吧
1922660	1923660	是不是
1923660	1924660	有朋友刚才说了
1924660	1925660	还是你
1925660	1926660	就是刚才那一下
1926660	1927660	我又拜下阵来
1927660	1928660	我用了一个
1928660	1929660	你用了一个
1929660	1931660	把我击溃的体无完肤
1931660	1932660	你明显的词汇更高级
1932660	1934660	我明显的不如你反腐归真
1934660	1936660	我明显的没有你这种
1936660	1937660	直接用词之精准
1937660	1939660	用词之大气磅礴
1939660	1940660	这块
1941660	1942660	得练
1942660	1944660	我这不会夸人
1944660	1945660	你们一个个夸人
1945660	1946660	就是
1946660	1947660	夸得你无话可说
1947660	1948660	你这也不知道怎么
1948660	1949660	好像除了说谢谢
1949660	1951660	就不能再往上顶了
1951660	1952660	行
1952660	1953660	You're welcome
1953660	1954660	不客气
1954660	1955660	对match确实合适
